English,Hindi,English Word Count,Hindi Word Count
Also read: How will a BSP-SP alliance shape up?,यह भी पढ़ें: सपा-बसपा की राह हुई अलग?,9,8
Shamsul Haqs elder brother Inamul Haq is 2012 IPS batch officer who is posted in north East.,"शमसुल का भाई इनामुल हक 2012 बैच के IPS अधिकारी हैं, जो पूर्वोत्तर में तैनात हैं।",17,16
"Formation of new cooperatives is a prerequisite for bringing new life and dedication in the realm of cooperative movement. The guidance videos in different languages covering 18 States would also strengthen and deepen the major initiatives of our Government to promote and form 10,000 FPOs.","ये सब जमीन पर उतरे और एफपीओ की भूमिका सार्थक हो, किसानों की आय बढ़े, उत्पादन व उत्पादकता बढ़े, किसान ही प्रोसेसिंग, लेबलिंग व पैकिंग कर स्वयं अपनी उपज बेच सकें तो निश्चित रूप से उन्हें उचित मूल्य मिलेगा और आय बढ़ेगी।",45,42
I'm sure he won't be too angry at me.,मुझे यकीन है कि वह मुझसे नाराज नहीं होगा।,9,9
He demanded a financial relief of Rs 10 lakh and a government job to one eligible member of the family.,प्रतिनिधिमंडल ने मुख्यमंत्री से अपील की कि अनिल के परिवार को 50 लाख रुपए की आर्थिक मदद दी जाए और परिवार के एक सदस्य को सरकारी नौकरी दी जाए।,20,29
"India rejected an American offer to press a lesser criminal charge of misdemeanour against its diplomat Devyani Khobragade and insisted that all criminal charges be dropped, according to the sources.",भारत ने अपनी राजनयिक देवयानी खोबरागड़े के खिलाफ खराब बर्ताव का कमजोर आपराधिक आरोप लगाने की अमेरिकी पेशकश ठुकरा दी और जोर देकर कहा कि सभी आपराधिक आरोप वापस लिए जाने चाहिए।,30,32
Police have arrested the accused in the case.,इस मामले में भी पुलिस ने आरोपियों को गिरफ्तार कर लिया है.,8,12
"""Then, when he provided them with their provisions, he placed the drinking-cup in his brothers saddlebag. Then an announcer called out, O people of the caravan, you are thieves.",फिर जब यूसुफ ने उन का साज़ो सामान सफर ग़ल्ला (वग़ैरह) दुरुस्त करा दिया तो अपने भाई के असबाब में पानी पीने का कटोरा (यूसुफ के इशारे) से रखवा दिया फिर एक मुनादी ललकार के बोला कि ऐ क़ाफ़िले वालों (हो न हो) यक़ीनन तुम्ही लोग ज़रुर चोर हो,29,49
Sourav Ganguly receives death threat via an anonymous letter,सौरभ गांगुली को जान से मारने की धमकी देने वाला गिरफ्तार,9,11
He has been suffering from abdominal pain for a long time.,"""वह लंबे समय से गठिया से पीड़ित हैं।",11,8
Turn it on.,इसको आप ऑन कर दें।,3,5
"Whatsoever is in the heavens and whatsoever is on the earth glorifies Allah. And He is the All - Mighty, the All - Wise.",जो चीज़े आसमानों में है और जो चीज़े ज़मीन में हैं (सब) ख़ुदा की तस्बीह करती हैं और वह ग़ालिब हिकमत वाला है,24,23
"On the complaint of the victim, the police have registered a case under Sections 406 (breach of trust) and 498-A (husband or relative of husband of a woman subjecting her to cruelty) of the IPC against her husband Bhupinder Singh, father-in-law Sampooran Singh, mother-in-law Surinder Kaur, sister-in-law Paramjit Kaur and her husband Satpal Singh.","पुलिस ने पीड़त युवती के पति भूपिंद्र सिंह, ससुर संपूर्ण सिंह, सास सुरिंद्र कौर, ननद परमजीत कौर व ननदोई सतपाल सिंह के खिलाफ आईपीसी की धारा 406, 498ऐ के तहत मामला दर्ज किया है।",54,34
No case had been registered in the matter till late.,देर शाम तक किसी पक्ष ने कोई पुलिस शिकायत नहीं दी है।,10,12
That is why he made that statement.,यही वजह है कि उन्होंने खुद ही बयान दे डाला.,7,10
He has reiterated the Government's promise of doubling the income of the farmers by 2022 and also announced various additional allocation and funds in this sector.,2022 तक किसानों की आय को दोगुना करने का लक्ष्‍य: वित्तमंत्री,26,11
"""The Congress has, however, denied the BJP charge.","हालांकि, बीजेपी ने कांग्रेस के आरोपों को बेबुनियाद बताया।",8,9
"Earlier, it was restricted to 100.",पहले यह सीमा 100 थी।,6,5
"An award-winning film The Miracle Water Village, directed by Rintu Thomas, Sushmit Ghosh showed how a drought prone village came together to start a revolution of rain-water harvesting","""""""रिंटू थॉमस, सुष्मित घोष द्वारा निर्देशित पुरस्कार विजेता फिल्म """"""""द मिरेकल वॉटर विलेज"""""""", में दिखाया गया कि कैसे अकाल से त्रस्त एक गावं वर्षा-जल संचयन की क्रांति शुरू करने के लिए एक साथ आया""""""",28,34
"As Christians, we are expected to exhibit mildness toward all men.","तो फिर, परमेश्‍वर के सेवक होने के नाते हमसे क्या माँग की जाती है?",11,14
Shuttlers Ajay Jayaram and Sourabh Verma will look to make a mark when they spearhead India's challenge at the Chinese Taipei Open on Tuesday.,बैडमिंटन खिलाड़ी अजय जयराम और सौरव वर्मा मंगलवार से यहां शुरू हो रहे चीनी ताइपे विश्व टूर सुपर 300 टूर्नामेंट में भारतीय चुनौती की अगुवाई करेंगे।,24,26
A new Cold War that never actually crosses the threshold to a military conflict may turn out to be one of the less threatening scenarios.,"एक नया शीतयुद्ध जो सैन्य विवाद की सीमा तक ना पहुंचे, शायद एक कम खतरनाक परिदृश्य होगा.",25,17
Everything will remain as usual in business.,नौकरी में सबकुछ सामान्य चलेगा।,7,5
"Do they say, He has improvised it [himself]? Rather, they have no faith!",क्या ये लोग कहते हैं कि इसने क़ुरान ख़ुद गढ़ लिया है बात ये है कि ये लोग ईमान ही नहीं रखते,13,22
"Her body has been sent for post-mortem examination and investigation in the matter is going on, an official said.",एक अधिकारी ने बताया कि शव को पोस्टमॉर्टम के लिए भेजा गया और मामले की जांच चल रही है.,19,19
"In the ensuing exchange of fire, an Army soldier and a SPO named Shahzad Ahmad were martyred, he said.","उन्होंने कहा, “मुठभेड़ में एसपीओ शाहबाज अहमद और सेना का एक जवान शहीद हो गये।",19,15
"Ekta Kapoor, producer",एकता कपूर हैं इसकी प्रोड्यूसर,3,5
"""His sons have said that they were going to sell the animals in Tapukara (in Alwar) and the truck operator claims that he had sold the vehicle to someone else before the incident had taken place,"""" Deshmukh said.""",खान के बेटे ने बताया कि वह अलवर के टपूकडा में जानवर बेचने जा रहा था और ट्रक आपरेटर ने दावा किया कि उसने अपना वाहन घटना के घटित होने से पूर्व किसी अन्य को बेच दिया था.,38,38
"""The examination comprises of 300 Multiple Choices, single correct response questions.",इस परीक्षा में 300 बहुवैकल्पिक प्रश्न होंगे जिसका सही उत्तर देना होगा.,11,12
"""There is a western disturbance passing over Jammu and Kashmir.",जम्मू कश्मीर से एक पश्चिम विक्षोभ गुजर रहा है।,10,9
"It happened here, too.","""वह यहां भी हुआ।",4,4
Honor is getting ready to launch its View20 smartphone in India soon.,ऑनर का नया स्मार्टफोन View 20 लॉन्च के लिए तैयार है.,12,11
"CHANDIGARH: Shaheed Bhagat Singhs pistol, with which he shot dead British police officer JP Saunders in 1928, is back in the state after a gap of 47 years and six months.","चंडीगढ़ : 1928 में जिस पिस्टल से शहीद भगत सिंह ने ब्रिटिश अफसर जेपी सॉन्डर्स को गोली मारी थी, वह 47 साल बाद पंजाब लौट आयी है।",31,27
"""The police also arrested two of his accomplices.",पुलिस ने उसके दो अन्य साथियों को भी गिरफ्तार किया है।,8,11
What is the impact on children?,बच्चों पर क्या होता है प्रभाव?,6,6
Step 4: click on the result link,स्टेप 4: वेबसाइट पर दिए गए रिजल्ट के लिंक पर क्लिक करें.,7,12
"This percentage was at 47 for the week ending on August 10, 2017.",10 अगस्त को समाप्त हुए सप्ताह के अंत के दौरान यह 47 प्रतिशत था।,13,14
He told them that they should give back the grains whenever he asked for them.,उस समय वे दोनों गीदड़ भी वहीं चक्कर लगा रहे थे।,15,11
Q: You said there was a Modi euphoria which worked to Chandrababu Naidu's advantage.,आपने कहा था कि मोदी लहर की वजह से चंद्रबाबू नायडू को फायदा मिला था।,14,15
Can you understand what Im saying?,आप समझ सकते हैं कि हम क्या कहना चाह रहे हैं?,6,11
It has that history to it.,उसका ऐसा करने का इतिहास है।,6,6
"""The new cess will be called the Health and Education Cess and is expected to lead to a collection of an estimated additional amount of Rs.",नये अधिशेष को स्वास्थ्य व शिक्षा उपकर के नाम से जाना जाएगा।,26,12
"""The process wherein food is contaminated by pathogens and is later passed on to healthy surfaces.",प्रक्रिया जहां पर भोजन रोगजनकों द्वारा दूषित किया जाता है और बाद में स्वस्थ सतह पर पास किया जाता है।,16,20
Hrithik Roshan is gaining success of his film War.,ऋतिक रोशन इन दिनों अपनी फिल्म वॉर की सक्सेस का लुत्फ उठा रहे हैं.,9,14
"Mahindra Two Wheelers of the Mahindra & Mahindra group, posted a six per cent growth in sales in April at 9,558 units as against 9,009 units earlier","महिंद्रा ऐंड महिंद्रा समूह की कंपनी महिंद्रा टू व्हीलर्स की बिक्री अप्रैल में 6 फीसदी बढ़कर 9,558 वाहनों की रही।",27,20
An investigation is being done to find other culprits.,दूसरे आरोपी की तलाश में छापेमारी की जा रही है।,9,10
"Former India all-rounder Sridharan Sriram has been a spin consultant with the Aussies earlier as well, and he has been called up again by Cricket Australia.",भारत दौरे के लिए क्रिकेट ऑस्ट्रेलिया ने पूर्व भारतीय स्पिनर श्रीराम श्रीधरन को स्पिन सलाहकार के रूप में नियुक्त किया है।,26,21
"However, the final decision will be taken by the Shiv Sena Chief.","हालांकि, इसके लिए शिवसेना प्रमुख उद्धव ठाकरे अंतिम फैसला लेंगे।",12,10
You have to be involved.,शामिल होना होगा।,5,3
"""Jacob Appel's Pushcart short-listed story, """"Coulrophobia"""", depicts the tragedy of a landlord whose marriage slowly collapses after he rents a spare apartment to an intrusive mime artist.""","""जैकब ऐपल की पुशर्ट लघु सूचीबद्ध कहानी, """"कोलरोफोबिया"""" में एक मकान मालिक की त्रासदी को दर्शाया गया है जिसकी शादी धीरे धीरे टूटने लगती है जब वह अपना एक अतिरिक्त अपार्टमेंट किराए पर एक घुसपैठ माइम कलाकार को दे देता है।""",27,41
School students also presented a cultural programme on the occasion.,इस अवसर पर स्कूल छात्राओं ने सांस्कृतिक कार्यक्रम भी प्रस्तुत किया।,10,11
Five students out of this group successfully scaled Mt,इस समूह के 5 छात्रों ने मई 2018 में सफलतापूर्वक माउंट एवरेस्‍ट की चढ़ाई की थी।,9,16
This has been causing inconvenience to motorists and pedestrians.,इससे वाहन चालकों व राहगीरों को परेशानी हो रही हैं।,9,10
"In Bengal, the BJP has only one MLA but they are so afraid of us that they are saying bachao [save us], the prime minister said.","पीएम मोदी ने कहा कि बंगाल में, भाजपा का सिर्फ एक विधायक है लेकिन वे हमसे इतना डरे हुए हैं कि वे कह रहे हैं 'बचाओ'।",26,26
"In this capacity, Chester coordinated the development of the Network of the Americas (La Cadena de las Americas) with the Department of State, the Office for Inter-American Affairs (chaired by Nelson Rockefeller), and the Voice of America as part of President Roosevelt's support for Pan-Americanism during World War II.","इस क्षमता में, श्री चेस्टर ने डिपार्टमेंट ऑफ स्टेट, ऑफिस फॉर इंटरअमेरिकन अफेयर (नेल्शन रोकेफेलर की अध्यक्षता में) और वॉयस ऑफ अमेरिका के साथ अमेरिका के नेटवर्क के विकास (ला काडेना डी ला अमेरिकास) को संभाला.",49,36
"""The total number of active cases in the country currently stands at 2,92,258.","""वहीं देश में वर्तमान में 2,92,258 सक्रिय मामले हैं।",13,9
"""""""It's has been a tough time for our players as well as all the stakeholders associated with the game who had to sit out for such a long time,"""" BAI President Himanta Biswa Sarma said in a release.""","बीएआई अध्यक्ष हेमंता विसवा सरमा ने कहा, कोरोनाकाल हमारे खिलाड़ियों के साथ-साथ खेल से जुड़े सभी हितधारकों के लिए एक कठिन समय रहा है।",38,24
"He said that when it comes to national security, India will not bow to pressure, or be found wanting in any manner.","उन्होंने कहा कि जब राष्ट्रीय सुरक्षा की बात हो, भारत दबाव के आगे नहीं झुकेगा अथवा किसी रूप में अभाव में नहीं पाया जायेगा।",22,24
"During the India-Pakistan conflict, China supported the efforts of the two sides to defuse tensions and manage differences through dialogue, Wang, who is also one of Chinas State Councillors, said.","वांग ने कहा है, भारत-पाकिस्‍तान के बीच संघर्ष के समय चीन ने दोनों पक्षों की तनाव को कम करने और बातचीत के जरिए मतभेदों को दूर करने के लिए जरूरी कोशिशों का समर्थन किया था।",30,35
And it is usually diluted.,और यह आमतौर पर डैलूटेड (diluted) होता है।,5,8
"""The Balakot airstrikes narrative of Prime Minister Narendra Modi is resonating in the border seat.",प्रधानमंत्री नरेंद्र मोदी का बालाकोट एयर स्ट्राइक पर दिया गया बयान सुर्ख़ियों में है.,15,14
Several such initiatives have been taken in the past for making the lives of the soldiers better.,ऐसे अनेक प्रयास पूर्व सैनिकों के जीवन को सरल और सुगम बनाने के लिए किए गए हैं।,17,17
"Jattana meets CM, seeks relief",प्रधानमंत्री से मिले सीएम,5,4
"""Then let the older children add the details and bring in points they have prepared. This way of dealing discerningly with their children enables parents to teach the value of considering others.",जब माता - पिता इस प्रकार समझ - भरे तरीके से अपने बच्चों के साथ व्यवहार करते हैं तो इससे वे बच्चों को दूसरों का लिहाज़ करने का महत्त्व सिखाते हैं ।,32,32
"Commenting on Khan, Sulehria said that the controversial scientist became a popular figure in Pakistan because his nuclear bomb fitted well into the jihadi doctrine of the Islamists.",खान के बारे में सुल्हरिया ने कहा कि विवादित वैज्ञानिक पाकिस्तान में इसलिए लोकप्रिय हो गए क्योंकि उनका परमाणु बम इस्लामी चरमपंथियों के जिहादी सिद्धांत में एक दम फिट हो जाता है.,28,32
AICC secretary Manickam Tagore said the party should have projected Rahul Gandhi as the Prime Ministerial candidate.,AICC सचिव मणीकम टैगोर ने कहा कि पार्टी को राहुल गांधी को प्रधानमंत्री पद के उम्मीदवार के रूप में पेश करना चाहिए था।,17,23
India ranked sixth.,इंडियन आइडल आठवें स्थान पर है।,3,6
"""The story of the discovery of radium is a saga of patient toil in the midst of appalling poverty.",रेडियम के आविष्कार की कहानी भयंकर गरीबी के बीच धैर्य के साथ कठोर परिश्रम का वृतांत है।,19,17
"""The Day when their excuses will be of no profit to Zalimun (polytheists, wrong - doers and disbelievers in the Oneness of Allah). Theirs will be the curse, and theirs will be the evil abode (i. e. painful torment in Hell - fire).",(उस दिन भी) जिस दिन ज़ालिमों को उनकी माज़ेरत कुछ भी फायदे न देगी और उन पर फिटकार (बरसती) होगी और उनके लिए बहुत बुरा घर (जहन्नुम) है,43,28
What are the challenges facing Finance Minister Nirmala Sitharaman in her budget?,निर्मला सीतारमण के सामने अर्थव्यवस्था की कौन-कौन सी चुनौतियां हैं?,12,10
UN Secretary General Antonio Guterres terms the crime horrific and asks authorities to deliver justice.,संयुक्त राष्ट्र महासचिव एंतोनियो गुतारेस ने इस अपराध को ‘‘खौफनाक’’ बताया और प्रशासन से शीघ्र न्याय के लिए कहा।,15,19
And I think we were connected somehow.,मुझे लगता है कि हम किसी अन्य तरह से जुड़े हुए हैं।,7,12
"I am not used to commenting on things like this nor taking them seriously but as this situation is spiraling and affecting people I love, I have to speak up.","मैं ऐसी बातों पर टिप्पणियां करने की आदी नहीं हूं और ना ही इसे गंभीरता से लेती हूं, लेकिन जिस तरह से यह मामला तूल पकड़ रहा है और मुझे चाहने वालों को प्रभावित कर रहा है, उसे देखते हुए मुझे बोलना पड़ा है।",30,44
That was me.,यह मैं ही था।,3,4
"""The police officials pacified the protesters.",पुलिस अफसरों ने प्रदर्शनकारियों को समझा-बुझाकर चक्काजाम खत्म कराया।,6,9
Slamming baby pigs to ground,सूअर के बच्चे को धरती पर पटकना,5,7
"""There were no means of transportation there.","""वहां पर आने-जाने का कोई साधन नहीं था।",7,8
This gives energy.,इससे एनर्जी मिलती है।,3,4
"A similar erroneous assertion is that soluble halogen compounds from the volcanic plume of Mount Erebus on Ross Island, Antarctica are a major contributor to the Antarctic ozone hole.","इसी तरह का एक गलत दावा है कि रॉस द्वीप, अंटार्कटिका पर माउंट एरेबेस के ज्वालामुखी से घुलनशील हलोजन यौगिक अंटार्कटिक ओजोन छेद के लिए प्रमुख रूप से योगदान दे रहे हैं।",29,32
"""Then, we also discussed how government is thinking to take up policies which discuss the importance of integrating art and craft skills in built forms, and that is where the building craft scenario comes into picture.","इसके बाद, हमने इस बात पर भी चर्चा की कि सरकार ऐसी नीतियों को लेने के बारे में सोच रही है जो निर्मित रूपों में कला और शिल्प कौशल को एकीकृत करने के महत्व पर चर्चा करती है और यही वह जगह है जहाँ भवन शिल्प परिदृश्य चित्र में आता है।",36,51
This is Congress party.,ह है कांग्रेस पार्टी।,4,4
"However, he succumbed during treatment on Saturday.",जहां इलाज के दौरान शनिवार को उसकी मौत हो गई।,7,10
Panic gripped the entire village after the incident.,घटना के बाद पूरे गांव में कोहराम मच गया।,8,9
Former India cricketer and chief selector Dilip Vengsarkar has urged the Board of Control for Cricket in India (BCCI) to rush Rahul Dravid to Australia to help Indian batsmen.,भारतीय टीम के पूर्व बल्लेबाज दिलीप वेंगसरकर ने भारतीय क्रिकेट कंट्रोल बोर्ड (बीसीसीआई) से अपील की है कि टीम के पूर्व बल्लेबाज राहुल द्रविड़ को टीम इंडिया की मदद करने के लिए तुरंत ऑस्ट्रेलिया भेजना चाहिए।,29,36
"""The BJP is expected to get 106 seats",बसपा 90 सीटों पर चुनाव लड़ती आई है,8,8
At least 35 people were injured in the fire.,इस धमाके में कम से कम 35 लोग जख्मी हुए हैं.,9,11
"""The chairman of the National Commission for Scheduled Castes, PL Punia, today directed the district administration to submit a report on the Moga bus molestation case within a week.",राष्ट्रीय अनुसूचित जाति आयोग के अध्यक्ष पी एल पुनिया ने मोगा कांड पर ज़िला प्रशासन से एक हफ्ते के भीतर रिपोर्ट मांगी और ओर्बिट बस कंपनी के मालिकों के खिलाफ केस दर्ज करने का सुझाव दिया।,29,36
Further action in the matter is underway.,"फिलहाल, इस संबंध में आगे की कार्रवाई की जा रही है।",7,11
"We attach particular importance to intensifying political dialogue and strategic consultations and progressively strengthening defence relations, including through naval exercises and collaboration in defence technology.",हम राजनीतिक वार्ता एवं रणनीतिक परामर्श और रक्षा संबंधों को मजबूत करने पर खास ध्‍यान दे रहे हैं जिसमें नौसैनिक अभ्‍यास और रक्षा तकनीक का आदान-प्रदान भी शामिल है।,25,29
Leeds Tykes are the foremost rugby union team in Leeds and they previously also played at Headingley.,"लीड्स कार्नेगी जिसे पहले लीड्स टाइक्स के रूप में जाना जाता था, यह लीड्स में सबसे अग्रणी रग्बी यूनियन टीम है और यह हेडिंग्ले कार्नेगी स्टेडियम में खेलती है।",17,29
What caused Jesus to become overjoyed in the holy spirit ?,यीशु क्यों “पवित्र आत्मा में होकर आनन्द से भर गया ” था?,11,12
"New Delhi: The Supreme Court on Wednesday ruled that public places cannot be occupied indefinitely, in a petition that sought the Shaheen Bagh protest in New Delhi against the Citizenship Amendment Act (CAA) to be moved to a designated location",नई दिल्ली: शाहीन बाग में सौ दिन तक चले धरना प्रदर्शन से उत्पन्न स्थिति के संदर्भ में सुप्रीम कोर्ट ने बुधवार को अपने फैसले में कहा कि सार्वजनिक स्थलों पर अनिश्चितकाल के लिए कब्जा नहीं किया जा सकता और असहमति व्यक्त करने के लिए निर्धारित स्थानों पर ही प्रदर्शन होने चाहिए,40,51
Delhi: Defence Minister Rajnath Singh and Union Minister Nitin Gadkari arrive at BJP Headquarters for the party's Central Election Committee (CEC) meeting.,दिल्‍ली : केंद्रीय वित्त मंत्री अरुण जेटली और गृह मंत्री राजनाथ सिंह बीजेपी की केंद्रीय चुनाव समिति की बैठक में हिस्‍सा लेने पार्टी मुख्‍यालय पहुंचे.,22,25
"In 1995, Charles became the first member of the royal family to visit the Republic of Ireland in an official capacity.","चार्ल्स, इग्लैंड के शाही परिवार के प्रथम सदस्य थे जिन्होंने कानूनी विवाह किया था।",21,14
New Delhi: It is good news for those accustomed to air travel.,नई दिल्लीः हवाई सफर करने वालों के लिए अच्छा मौका है।,12,11
Mukesh Ambani also attended the party with his wife Nita Ambani and daughter Isha Ambani.,कारोबारी मुकेश अंबानी और उनकी पत्नी नीता अंबानी भी समारोह में शामिल हुए।,15,13
"It lets nothing remain and leaves nothing [unburned],","""वह न बाक़ी रखेगी न छोड़ देगी",8,7
"He remembered what he saw in the mirror and kept working to improve. Yes, keep a positive view of yourself and a balanced view of your imperfections.",इसलिए अपने बारे में सही नज़रिया बनाए रखिए और याद रखिए कि हम सभी असिद्ध हैं ।,27,17
He had not completed three years.,उन्होंने भी तीन साल का कार्यकाल पूरा नहीं किया था।,6,10
"He donated Rs 11,000 to the society here.",उन्होंने संस्था को 11 हजार रुपए अपने निजी कोष से देने की घोषणा की।,8,14
"Hence, the allegations are totally false.",इसलिए यह आरोप पूरी तरह से झूठा है.,6,8
"So AAP will provide oximeters to every village, street and neighbourhood of Punjab.","इसलिए आप पंजाब की हर गली, मोहल्ले और गाँव में ऑक्सीमीटर ले जा रही है।",13,15
Several yummy delicacies are made at home on this day.,इस दिन घरों में मीठे पकवान बनाये जाते हैं।,10,9
"BA Hindi- History 80.75% BA Computer Applications Economics 80.75% BA Economics, Political Science 80.75% BA History, Political Science 80.75% BA History Physical education 80.75% BA Physical Education Political Science - 80.75% BSc Mathematics 90.75%","BA हिंदी - इतिहास – 80.75%— BA कम्‍प्‍यूटर एप्लिकेशंस – इकॉनामिक्‍स – 80.75%— BA इकॉनामिक्‍स - पॉलिटिकल साइंस – 80.75%— BA इतिहास, पॉलिटिकल साइंस – 80.75%— BA इतिहास – शारिरिक शिक्षा – 80.75%— BA शारिरिक शिक्षा – पॉलिटिकल साइंस - 80.75%— BSc गणित – 90.75%",34,45
"""The Punjab Government today ordered immediate suspension of an SP and an SHO involved in the removal of a Sikh agitators turban at Mohali this morning.",पंजाब सरकार ने मोहाली में विरोध प्रदर्शन के दौरान एक सिख की जबर्दस्ती पगड़ी उतारने के मामले में कथित तौर पर संलिप्त एक पुलिस अधीक्षक और एक एसएचओ को निलंबित करने के आज आदेश दे दिए।,26,36
"We are trying to sort out this problem, he said.",उन्होंने कहा कि हमारी कोशिश है कि मिल-बैठकर इस मुद्दे को निपटा लिया जाए।,10,14
He was elected four times to the Punjab Assembly from Amritsar.,वे असम से लगातार पांच बार राज्यसभा में चुनकर आए हैं।,11,11
"""The Indian Embassy in Nepal has deployed representatives in Nepalganj and Simikot, the external affairs minister said.","विदेश मंत्री ने कहा, 'नेपाल स्थित भारतीय दूतावास ने नेपालगंज एवं सिमिकोट में प्रतिनिधि तैनात किये हैं.",17,17
"According to the Union Health Ministry, the novel coronavirus, caused by SARSCoV2, has affected 40,23,180 people in India so far.",केंद्रीय स्वास्थ्य मंत्रालय की मानें तो सार्स-कोवी-2 के इस नई स्\\u200dट्रेन से भारत में अब तक कुल 29 लोगों के संक्रमित होने की पुष्टि हुई है।,20,26
Two Pinaka missiles were launched in salvo mode with 60 seconds interval between two firings.,इसके लिए दो पिनाक मिसाइलों को एक साथ 60 सेकेंड के अंतर पर छोड़ा गया।,15,15
"Ford placed Aston Martin in the Premier Automotive Group, invested in new manufacturing and ramped up production.",फोर्ड ने एस्टन को प्रीमियर ऑटोमोटिव ग्रुप में रखा और काफी हद तक नए निर्माण में निवेश किया और तुरंत उत्पादन कार्य शुरू कर दिया।,17,25
What system existed in Israel for handling problems?,समस्याओं के निपटारे के लिए इस्राएल में कौन - सी व्यवस्था मौजूद थी?,8,13
"""The Start-Up India initiative was launched in January this year, with an action plan to promote entrepreneurship and job creation in the country.",स्टार्ट अप इंडिया पहल इस वर्ष देश में उद्यमिता और रोजगार सर्जन को बढ़ाने की योजना के साथ जनवरी में लॉन्च हुई थी।,23,23
"Parliament remained almost dysfunctional for the third consecutive day with BJP members persistently creating pandemonium over the undemocratic appointment of Lokayukta in Gujarat, leading to repeated adjournments of both Houses.","गुजरात में लोकायुक्त की नियुक्ति के मुद्दे पर भाजपा सदस्यों का संसद में आज भी हंगामा जारी रहा, जिसके चलते लोकसभा की बैठक एक बार के स्थगन के बाद और राज्यसभा की कार्यवाही दो बार के स्थगन के बाद पूरे दिन के लिए स्थगित कर दी गई।",30,47
Akshay Kumar played the main character in the film.,ओरिजनल मूवी में अशोक कुमार ने लीड रोल प्ले किया था.,9,11
Shri Naidu also released Linguistic Data Resources for Artificial Intelligence and launched Data Distribution Portal that helps in developing language technology and artificial intelligence tools for many Indian languages.,श्री नायडू ने आर्टिफिशल इंटेलिजेंस के लिए भाषा संबंधी डेटा संसाधन जारी किया और डेटा वितरण पोर्टल की शुरुआत की जो अनेक भारतीय भाषाओँ के लिए टेक्नोलॉजी और आर्टिफिशल इंटेलिजेंस को विकसित करने में मदद करेगा।,29,36
It occurs in May and November.,अक्सर ये मई और नवंबर के महीने में होती हैं।,6,10
It has 4 GB RAM and 64 GB storage.,"""वहीं 4 जीबी रैम के साथ 64 जीबी स्‍टोरेज दी गई है।",9,12
'Timing is very important in comedy' Says Nawazuddin Siddiqui,कॉमेडी में टाइमिंग बहुत अहम है : नवाजुद्दीन,9,8
"""They sai: O Hud! thou hast not brought us an evidence, and we are not going to abandon our gods thy saying, nor are we going to be believers in thee.","""उन्होंने कहा, """"ऐ हूद! तू हमारे पास कोई स्पष्ट प्रमाण लेकर नहीं आया है। तेरे कहने से हम अपने इष्ट-पूज्यों को नहीं छोड़ सकते और न हम तुझपर ईमान लानेवाले है""",31,31
Its also a great source of calcium and vitamin C.,"इसमें विटामिन सी, कैल्शियम के साथ फाइबर का एक उत्कृष्ट स्रोत भी है।",10,13
"All the largest cities and thirteen out of the fourteen governorates capitals of the country had a Sunni majority, except for the governorate and city of Suwayda.",चौदह राज्यपालों की राजधानियों में तेरह के सभी बड़े शहरों में राज्यपाल और सुवेदा शहर को छोड़कर सुन्नी बहुसंख्यक आबादी है।,27,21
An application in this regard has been filed at the court.,इस मामले में भी आरोप पत्र कोर्ट में दाखिल हो चुका है।,11,12
And who doesn't look good passing it on to adoring students?,क्योंकि सुख चाहने वाले को विद्या नहीं आ सकती और विद्या चाहने वाले को सुख कहाँ?,11,16
EC to implement Political Parties Registration Tracking Management System,निर्वाचन आयोग राजनीतिक दलों के रजिस्‍ट्रेशन पर नजर रखने के लिए प्रबंधन प्रणाली लागू करेगा,9,15
"""The 4GB + 64GB storage variant of Realme 5 Pro is priced at Rs 13,999.","\\xa0वहीं 4GB + 128GB स्टोरेज मॉडल 14,999 रुपये की कीमत में उपलब्ध कराया जा रहा है।",15,16
LTCG on shares are exempt from income tax up to the extent of Rs 1 lakh for the FY 2018-19. Profits beyond Rs 1 lakh are taxed at 10 percent.,1 लाख रुपये तक के LTCG पर टैक्स नहीं है।,30,10
Delhi Chief Minister Arvind Kejriwal has blamed stubble-burning in Punjab and Haryana for the air pollution,राजधानी दिल्ली में खतरनाक स्थिति में वायु प्रदूषण पहुंचने पर मुख्यमंत्री अरविंद केजरीवाल ने एकबार फिर पराली को जिम्मेदार बताया है।,16,21
A case has been registered against the accused under the Excise Act.,आरोपी के खिलाफ आबकारी अधिनियम के तहत मामला दर्ज किया गया है।,12,12
BSNL has submitted a detailed project report to the government seeking spectrum for 4G services in lieu of equity.,"बीएसएनएल ने सरकार को एक विस्‍तृत परियोजना रिपोर्ट सौंपी है, जिसमें उसने शेयर के बदले 4जी सेवाओं के लिए स्‍पेक्‍ट्रम मांगा है।",19,22
Devotees took part in large numbers.,जिसमें श्रद्धालुओं ने भारी संख्या में भाग लिया।,6,8
Some technical problems are also apparent.,जांच में कुछ तकनीकी समस्या भी आ रही हैं।,6,9
"""The accused, it is reported, had also filed a complaint in the Punjab and Haryana High Court seeking justice in this connection.","""वहीं आरोपी ने खुद को नाबालिग बताकर पंजाब एंव हरियाणा हाईकोर्ट में अर्जी भी दायर की हुई है।",22,18
